ID	Name	Matches	
RXN-16592	&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[cytosol]</sub>  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol<sub>[rough endoplasmic reticulum lumen]</sub>	CPD-5164	
TRANS-RXN-439	&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-diphospho-ditrans,octacis-undecaprenol<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-&alpha;-D-GalNAc-diphospho-ditrans,octacis-undecaprenol<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23888, PROTON	
TRANS-RXN-438	&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-GlcNAc-PP-undecaprenol<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&beta;-D-Man-(1&rarr;3)-GlcNAc-PP-undecaprenol<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23760, PROTON	
RXN-5463	&alpha;-D-Man-(1&rarr;3)-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol + GDP-&alpha;-D-mannose  &rarr;  &alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&alpha;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol + GDP + H<SUP>+</SUP>	CPD-5161, CPD-5162, GDP, GDP-MANNOSE, PROTON	
RXN-22104	&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;3)-&beta;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)]<sub>n</sub>-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;GlcNAc-PP-Und + <i>S</i>-adenosyl-L-methionine  &rarr;  <i>Escherichia coli</i> serotype O:8 O antigen + <i>S</i>-adenosyl-L-homocysteine + H<SUP>+</SUP>	CPD-24086, CPD-24087, ADENOSYL-HOMO-CYS, S-ADENOSYLMETHIONINE, PROTON	
RXN-14815	&alpha;-D-mannopyranose 6-phosphate  &harr;  &beta;-D-mannopyranose 6-phosphate	MANNOSE-6P, CPD-15711	
RXN-23724	&alpha;-D-mannopyranosyl-(1,3)-&alpha;-D-mannopyranose + H<sub>2</sub>O  &rarr;  2 &beta;-D-mannopyranose	CPD-12789, CPD-12601, WATER	
RXN-11812	&alpha;-D-mannopyranosyl-(1,3)-&alpha;-D-mannopyranose + UDP-&alpha;-D-xylose  =  3-<i>O</i>-(6-O-&alpha;-D-xylosylphospho-&alpha;-D-mannopyranosyl)-D-mannopyranose + UMP + H<SUP>+</SUP>	CPD-12789, CPD-12790, PROTON, UDP-D-XYLOSE, UMP	
RXN-23727	&alpha;-D-mannopyranosyl-(1,3)-&alpha;-D-mannopyranose<sub>[extracellular space]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-mannopyranosyl-(1,3)-&alpha;-D-mannopyranose<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[extracellular space]</sub>	CPD-12789, PROTON	
PHOSMANMUT-RXN	&alpha;-D-mannose 1-phosphate  &harr;  D-mannopyranose 6-phosphate	MANNOSE-1P, CPD-15979	
2.7.7.13-RXN	&alpha;-D-mannose 1-phosphate + GTP + H<SUP>+</SUP>  &rarr;  GDP-&alpha;-D-mannose + diphosphate	MANNOSE-1P, PPI, GDP-MANNOSE, GTP, PROTON	
RXN-17725	&alpha;-D-mannose 1-phosphate + H<sub>2</sub>O  &rarr;  D-mannose + phosphate	MANNOSE-1P, MANNOSE, WATER, Pi	
TRANS-RXN-430	&alpha;-D-Par-(1&rarr;3)-&alpha;-D-Man-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Par-(1&rarr;3)-&alpha;-D-Man-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23739, PROTON	
RXN-22190	&alpha;-D-Qui3NAc-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Qui3NAc-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23922, PROTON	
RXN-22208	&alpha;-D-Qui3NAc-(1&rarr;3)-&alpha;-L-Rha-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Qui3NAc-(1&rarr;3)-&alpha;-L-Rha-(1&rarr;4)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23903, PROTON	
RXN-22142	&alpha;-D-Rha4NAc-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Rha4NAc-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;4)-&beta;-D-Glc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23909, PROTON	
RXN-14904	&alpha;-D-ribofuranose  &harr;  &beta;-D-ribofuranose	CPD-10330, CPD0-1108	
RXN-8801	&alpha;-D-ribose 1,5-bisphosphate  &rarr;  D-ribulose-1,5-bisphosphate	RIBOSE-15-BISPHOSPHATE, D-RIBULOSE-15-P2	
RXN0-1401	&alpha;-D-ribose 1,5-bisphosphate + ATP  &harr;  5-phospho-&alpha;-D-ribose 1-diphosphate + ADP	RIBOSE-15-BISPHOSPHATE, PRPP, ADP, ATP	
RXN-17955	&alpha;-D-ribose 1-(acetamidomethylphosphonate) 5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate + diphosphate + H<SUP>+</SUP>	CPD-19235, CPD-19236, PPI, WATER, PROTON	
RXN-15345	&alpha;-D-ribose 5-phosphate  &rarr;  &beta;-D-ribose 5-phosphate	CPD-15318, CPD-16551	
RXN-14997	&alpha;-D-ribose 5-phosphate  &rarr;  <i>aldehydo</i>-D-ribose 5-phosphate	CPD-15318, CPD-15895	
RXN-17956	&alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate + <i>S</i>-adenosyl-L-methionine + a reduced two electron carrier  &rarr;  5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate + <i>N</i>-methylacetamide + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier + H<SUP>+</SUP>	CPD-19236, CH33ADO, CPD0-2463, CPD-19237, S-ADENOSYLMETHIONINE, Donor-H2, PROTON, MET	
RXN0-6734	&alpha;-D-ribose-1-methylphosphonate 5-phosphate + <i>S</i>-adenosyl-L-methionine + a reduced two electron carrier  &rarr;  5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate + methane + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier + H<SUP>+</SUP>	CPD0-2480, CH33ADO, CPD0-2463, S-ADENOSYLMETHIONINE, Donor-H2, PROTON, MET, CH4	
RXN0-6733	&alpha;-D-ribose-1-methylphosphonate-5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-methylphosphonate 5-phosphate + diphosphate + H<SUP>+</SUP>	CPD0-2480, CPD0-2479, PPI, WATER, PROTON	
PPENTOMUT-RXN	&alpha;-D-ribose-1-phosphate  &harr;  D-ribose 5-phosphate	RIBOSE-1P, RIBOSE-5P	
RXN-17959	&alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-phosphate + <i>S</i>-adenosyl-L-methionine + a reduced two electron carrier  &rarr;  5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate + sarcosine + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier	CPD-19239, CH33ADO, CPD0-2463, S-ADENOSYLMETHIONINE, Donor-H2, MET, SARCOSINE	
RXN-17958	&alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-triphosphate + H<sub>2</sub>O  &rarr;  &alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-phosphate + diphosphate + H<SUP>+</SUP>	CPD-19239, CPD-19238, PPI, WATER, PROTON	
RXN-17372	&alpha;-D-sedoheptulopyranose 7-phosphate  &rarr;  (R)-demethyl-4-deoxygadusol + phosphate + H<sub>2</sub>O	CPD-19339, CPD-18773, WATER, Pi	
RXN-9140	&alpha;-D-sedoheptulopyranose 7-phosphate  &rarr;  2-<i>epi</i>-5-<i>epi</i>-valiolone + phosphate	CPD-19339, CPD-9663, Pi	
TRANS-RXN-433	&alpha;-D-Tyv-(1&rarr;3)-&alpha;-D-Man-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Tyv-(1&rarr;3)-&alpha;-D-Man-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23736, PROTON	
TRANS-RXN-434	&alpha;-D-Tyv-(1&rarr;3)-&beta;-D-Man-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-D-Tyv-(1&rarr;3)-&beta;-D-Man-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-Gal-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23738, PROTON	
XYLISOM-RXN	&alpha;-D-xylopyranose  &harr;  &alpha;-D-xylulofuranose	CPD-25028, CPD-24961	
2.7.7.11-RXN	&alpha;-D-xylose 1-phosphate + UTP + H<SUP>+</SUP>  &harr;  UDP-&alpha;-D-xylose + diphosphate	CPD-490, PPI, PROTON, UDP-D-XYLOSE, UTP	
RXN-22420	&alpha;-DQui4NBuS3OH-(1&rarr;4)-&beta;-D-GalNAc-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-GlcNAc6Ac-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-DQui4NBuS3OH-(1&rarr;4)-&beta;-D-GalNAc-(1&rarr;4)-&alpha;-L-Rha-(1&rarr;3)-&alpha;-D-GlcNAc6Ac-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24432, PROTON	
RXN-11275	&alpha;-fenchene + 2 dioxygen  &rarr;  &alpha;-fenchocamphorone + CO<SUB>2</SUB> + H<sub>2</sub>O	CPD-12222, CPD-12224, CARBON-DIOXIDE, OXYGEN-MOLECULE, WATER	
RXN2DNV-15	&alpha;-Hep-(1&rarr;3)-&alpha;-Hep-(1&rarr;5)-tetra-acylated lipid A (<i>H. pylori</i>) + ADP-D-glycero-&beta;-D-<i>manno</i>-heptose  &rarr;  &alpha;-D,D-Hep-(1&rarr;2)-&alpha;-L,D-Hep-(1&rarr;3)-&alpha;-L,D-Hep-(1&rarr;5)-tetra-acylated lipid A (<i>H. pylori</i>) + ADP + H<SUP>+</SUP>	CPD2DNV-16, CPD2DNV-15, ADP, ADP-D-GLYCERO-D-MANNO-HEPTOSE, PROTON	
RXN-22461	&alpha;-Hep-(1&rarr;3)-&alpha;-Hep-(1&rarr;5)-[&alpha;-Kdo-(2&rarr;4)]-&alpha;-Kdo-(2&rarr;6)-lipid A (<i>E. coli</i>) + ATP  &rarr;  &alpha;-Hep-(1&rarr;3)-4-<i>O</i>-phospho-&alpha;-Hep-(1&rarr;5)-[&alpha;-Kdo-(2&rarr;4)]-&alpha;-Kdo-(2&rarr;6)-lipid A (<i>E. coli</i>) + ADP + H<SUP>+</SUP>	CPD0-930, CPD-24487, ADP, ATP, PROTON	
RXN-10628	&alpha;-humulene + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  10-hydroxy-&alpha;-humulene + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	CPD-8233, CPD-11422, OXYGEN-MOLECULE, WATER	
RXN-18342	&alpha;-hydroxyheme + dioxygen + H<SUP>+</SUP>  &rarr;  verdoheme + carbon monoxide + H<sub>2</sub>O	CPD-19720, CARBON-MONOXIDE, OXYGEN-MOLECULE, WATER, PROTON, CPD-19719	
RXN-22636	&alpha;-isomaltosyl-(1&rarr;3)-&alpha;-isomaltosyl-(1&rarr;4)-maltotriose  &rarr;  cyclobis-(1&rarr;6)-&alpha;-nigerosyl + maltotriose	CPD-24864, CPD-19461, MALTOTRIOSE	
RXN-18151	&alpha;-isomaltosyl-(1&rarr;3)-isomaltose + H<sub>2</sub>O  &rarr;  2 isomaltose	CPD-19462, WATER, Isomaltose	
RXN2G6Z-3	&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> (<i>Vibrio cholerae</i> serogroup O1 El Tor) + ATP  &rarr;  4-<i>O</i>-phospho-&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> (<i>Vibrio cholerae</i> serogroup O1 El Tor) + ADP + H<SUP>+</SUP>	CPD-25706, CPD2G6Z-6, ADP, ATP, PROTON	
RXN-11328	&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> (E. coli) + ATP  &rarr;  4-<i>O</i>-phospho-&alpha;-Kdo-(2&rarr;6)-lipid IV<sub>A</sub> (E. coli) + ADP + H<SUP>+</SUP>	KDO-LIPID-IVA, CPD-12286, ADP, ATP, PROTON	
RXN-20796	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form A (P. putida) + H<sub>2</sub>O  &rarr;  &alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form B (P. putida) + (3<i>R</i>)-3-hydroxydecanoate + H<SUP>+</SUP>	CPD-22413, CPD-22414, CPD-12779, WATER, PROTON	
RXN-20795	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form C (P. putida) + 2-oxoglutarate + dioxygen  &rarr;  &alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form A (P. putida) + succinate + CO<SUB>2</SUB>	CPD-22413, CPD-22411, 2-KETOGLUTARATE, CARBON-DIOXIDE, OXYGEN-MOLECULE, SUC	
RXN-20794	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form C (P. putida) + H<sub>2</sub>O  &rarr;  &alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid A form D (P. putida) + (3<i>R</i>)-3-hydroxydecanoate + H<SUP>+</SUP>	CPD-22411, CPD-22412, CPD-12779, WATER, PROTON	
RXN0-5057	&alpha;-Kdo-(2->4)-&alpha;-Kdo-(2->6)-lipid IV<SUB>A</SUB> (E. coli) + ADP-L-glycero-&beta;-D-<I>manno</I>-heptose  &rarr;  heptosyl-Kdo<sub>2</sub>-lipid IV<sub>A</sub> + ADP + H<SUP>+</SUP>	KDO2-LIPID-IVA, ADP, ADP-L-GLYCERO-D-MANNO-HEPTOSE, PROTON, HEPTOSYL-KDO2-LIPID-IVA	
RXN-16750	&alpha;-Kdo8N-(2&rarr;6)-lipid IV<sub>A</sub> + ATP  &rarr;  4-<i>O</i>-phospho-&alpha;-Kdo8N-(2&rarr;6)-lipid IV<sub>A</sub> + ADP + H<SUP>+</SUP>	CPD-18065, CPD-18066, ADP, ATP, PROTON	
RXN-11613	&alpha;-ketoglutaryl-diaminobutyryl-citryl-ethanolamine + ATP + 2-oxoglutarate  &rarr;  achromobactin + AMP + diphosphate + H<SUP>+</SUP>	CPD-12579, 2-KETOGLUTARATE, CPD-9986, AMP, ATP, PPI, PROTON	
RXN-8774	&alpha;-L-arabinopyranose + NAD(P)<sup>+</sup>  &rarr;  L-arabinono-1,4-lactone + NAD(P)H + H<SUP>+</SUP>	ARABINOSE, PROTON, CPD-368, NAD-P-OR-NOP, NADH-P-OR-NOP	
RXN-21507	&alpha;-L-arabinopyranose + NADP<sup>+</sup>  &rarr;  L-arabinono-1,4-lactone + NADPH + H<SUP>+</SUP>	ARABINOSE, PROTON, CPD-368, NADP, NADPH	
RXN-22121	&alpha;-L-Col-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-GlcNAc-(1&rarr;3)-&alpha;-D-Gal-(1&rarr;3)-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-L-Col-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-GlcNAc-(1&rarr;3)-&alpha;-D-Gal-(1&rarr;3)-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-23829, PROTON	
RXN-22163	&alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und + 2 acetyl-CoA  &rarr;  3,4-diacetyl-&alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und + 2 coenzyme A	CPD-15433, CPD-24143, ACETYL-COA, CO-A	
RXN-22161	&alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GlcNAc-PP-undecaprenol<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-(1&rarr;3)-&alpha;-D-GlcNAc-PP-undecaprenol<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24137, PROTON	
RXN-22140	&alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-GalNAc-(1&rarr;4)-&alpha;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-L-Fuc-(1&rarr;2)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-GalNAc-(1&rarr;4)-&alpha;-D-Gal-(1&rarr;3)-&alpha;-D-GalNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24112, PROTON	
RXN0-5298	&alpha;-L-fucopyranose  &harr;  &beta;-L-fucopyranose	CPD-10329, CPD0-1107	
FUCISOM-RXN	&alpha;-L-fucopyranose  &harr;  L-fuculose	CPD-10329, L-FUCULOSE	
RXN197R-54	&alpha;-L-fucopyranosyl-(1&rarr;3)-<i>N</i>-acetyl-D-glucosamine + H<sub>2</sub>O  &rarr;  L-fucopyranose + <i>N</i>-acetyl-D-glucosamine	CPD197R-8, N-acetyl-D-glucosamine, WATER, L-Fucopyranoses	
RXN-21816	&alpha;-L-fucopyranosyl-(1&rarr;6)-D-galactopyranose + H<sub>2</sub>O  &rarr;  L-fucopyranose + D-galactopyranose	CPD-23668, D-galactopyranose, WATER, L-Fucopyranoses	
RXN-22293	&alpha;-L-Rha-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;3)-&beta;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-L-Rha-(1&rarr;2)-&alpha;-L-Rha-(1&rarr;3)-&beta;-L-Rha-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24290, PROTON	
RXN-22227	&alpha;-L-Rha-(1&rarr;3)-&alpha;-L-FucNAc-(1&rarr;3)-&alpha;-L-FucNAc-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &rarr;  &alpha;-L-Rha-(1&rarr;3)-&alpha;-L-FucNAc-(1&rarr;3)-&alpha;-L-FucNAc-(1&rarr;3)-&alpha;-D-GlcNAc-PP-Und<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	CPD-24206, PROTON	
RXN0-5306	&alpha;-L-rhamnopyranose  &rarr;  &beta;-L-rhamnopyranose	RHAMNOSE, CPD0-1112	
RXN-11072	&alpha;-L-rhamnopyranosyl-(1&rarr;3)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-diphospho-trans,octacis-decaprenol + UDP-&alpha;-D-galactofuranose  &rarr;  &beta;-D-galactofuranosyl-(1&rarr;4)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-trans,octacis-decaprenol + UDP + H<SUP>+</SUP>	CPD-12028, CPD-12029, PROTON, UDP, UDP-D-GALACTO-14-FURANOSE	
RXN-23708	&alpha;-L-rhamnose-(1&rarr;4)-D-glucuronate  &rarr;  &alpha;-L-rhamnopyranose + 4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate	RHAMNOSE, CPD-26273, CPD-13122	
RXN-12176	&alpha;-L-rhamnose-[rhamnogalacturonan I oligosaccharide] + H<sub>2</sub>O  &rarr;  &beta;-L-rhamnopyranose + &alpha;-D-galacturonate-[rhamnogalacturonan I oligosaccharide]	D-galacturonate-rhamnogalacturonan, L-Rhamnose-rhamnogalacturonan, CPD0-1112, WATER	
RXN-9085	&alpha;-L-rhamnosylisoorientin  &rarr;  maysin + H<sub>2</sub>O	CPD-9587, WATER, CPD-9588	
RXN0-5363	&alpha;-lactose  &harr;  allolactose	Alpha-lactose, ALLOLACTOSE	
TRANS-RXN-82	&alpha;-lactose<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &harr;  &alpha;-lactose<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	Alpha-lactose, PROTON	
TRANS-RXN-24	&alpha;-lactose<sub>[periplasm]</sub> + H<SUP>+</SUP><sub>[periplasm]</sub>  &harr;  &alpha;-lactose<sub>[cytosol]</sub> + H<SUP>+</SUP><sub>[cytosol]</sub>	Alpha-lactose, PROTON	
RXN-12137	&alpha;-linolenate + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  (12Z,15Z)-9,10-epoxyoctadeca-12,15-dienoate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	LINOLENIC_ACID, CPD-13089, OXYGEN-MOLECULE, WATER	
RXN-12139	&alpha;-linolenate + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  (9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	LINOLENIC_ACID, CPD-13091, OXYGEN-MOLECULE, WATER	
RXN-12138	&alpha;-linolenate + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  (9Z,15Z)-12,13-epoxy-octadeca-9,15-dienoate + an oxidized [NADPH-hemoprotein reductase] + H<sub>2</sub>O	LINOLENIC_ACID, CPD-13090, OXYGEN-MOLECULE, WATER	
RXN-23467	&alpha;-linolenate + a reduced [NADPH-hemoprotein reductase] + dioxygen  &rarr;  12,13-DiHODE + an oxidized [NADPH-hemoprotein reductase]	LINOLENIC_ACID, CPD-13092, OXYGEN-MOLECULE	
LINOLENOYL-RXN	&alpha;-linolenate + ATP + coenzyme A  &rarr;  &alpha;-linolenoyl-CoA + AMP + diphosphate	LINOLENIC_ACID, LINOLENOYL-COA, AMP, ATP, CO-A, PPI	
RXN-14926	&alpha;-linolenate + dioxygen  &rarr;  10(<i>S</i>)-HpOTre	LINOLENIC_ACID, CPD-15843, OXYGEN-MOLECULE	
RXN-1321	&alpha;-linolenate + dioxygen  &rarr;  13(<i>S</i>)-HpOTre	LINOLENIC_ACID, CPD-725, OXYGEN-MOLECULE	
RXN-12759	&alpha;-linolenate + dioxygen  &rarr;  9(<i>R</i>)-HpOTre	LINOLENIC_ACID, CPD-13767, OXYGEN-MOLECULE	
RXN-8497	&alpha;-linolenate + dioxygen  &rarr;  9(<i>S</i>)-HpOTre	LINOLENIC_ACID, CPD-8678, OXYGEN-MOLECULE	
RXN-13257	&alpha;-linolenate + hydrogen peroxide + H<SUP>+</SUP>  &rarr;  1E,8Z,11Z,14Z-heptadecatetraene + CO<SUB>2</SUB> + 2 H<sub>2</sub>O	LINOLENIC_ACID, CPD-14251, CARBON-DIOXIDE, WATER, PROTON, HYDROGEN-PEROXIDE	
RXN-13426	&alpha;-linolenoyl-CoA + 2 a ferrocytochrome <i>b<SUB>5</SUB></i> + dioxygen + 2 H<SUP>+</SUP>  &rarr;  stearidonoyl-CoA + 2 a ferricytochrome <i>b<sub>5</sub></i> + 2 H<sub>2</sub>O	LINOLENOYL-COA, OXYGEN-MOLECULE, WATER, PROTON, CPD-14392	
5.4.99.16-RXN	&alpha;-maltose  &harr;  &alpha;,&alpha;-trehalose	TREHALOSE, ALPHA-MALTOSE	
5.1.3.21-RXN	&alpha;-maltose  &harr;  &beta;-maltose	ALPHA-MALTOSE, CPD-15717	
RXN-13028	&alpha;-maltose 1-phosphate + (1,4-&alpha;-D-glucosyl)<sub>(n-1)</sub>  &rarr;  (1,4-&alpha;-D-glucosyl)<sub>(n+1)</sub> + phosphate	CPD-13997, 1-4-alpha-D-Glucan, Pi	
